,Vila Aurora, CENTRO OESTE,"-16.679059262421195, -49.300296279267954"
,Vila Bethel, CENTRO OESTE,"-16.683668242237385, -49.29578869619331"
,Vila Boa Sorte, CENTRO OESTE,"-16.686794591447576, -49.29436362846021"
,Vila Canaa, CENTRO OESTE,"-16.689567887180115, -49.31444903522154"
,Vila Colemar Natal e Silva, CENTRO OESTE,"-16.666068249942622, -49.23755469744276"
,Vila Froes, CENTRO OESTE,"-16.648388290865803, -49.25707570170167"
,Vila Irany, CENTRO OESTE,"-16.65759456201494, -49.293115284219915"
,Vila Isaura, CENTRO OESTE,"-16.66170526764843, -49.2815905437486"
,Vila Jacare, CENTRO OESTE,"-16.65459945253932, -49.278439934666"
,Vila Jaragua, CENTRO OESTE,"-16.65337618140566, -49.255236433966246"
,Vila Megale, CENTRO OESTE,"-16.649701076337784, -49.26087484817462"
,Vila Monticelli, CENTRO OESTE,"-16.65044591956571, -49.25224430852781"
,Vila Mooca, CENTRO OESTE,"-16.678032686263535, -49.31752098465868"
,Setor Leste Vila Nova, CENTRO OESTE,"-16.663735866136747, -49.244326048234726"
,Vila Nova Canaa, CENTRO OESTE,"-16.68931695490228, -49.31521937089133"
,Vila Ofugi, CENTRO OESTE,"-16.65382793316814, -49.278482671444976"
,Vila Oswaldo Rosa, CENTRO OESTE,"-16.666320536229865, -49.23130604408136"
,Vila Paraiso, CENTRO OESTE,"-16.65750127307891, -49.27314996021585"
,Vila Perdiz, CENTRO OESTE,"-16.654266933589238, -49.277543182383745"
,Vila Santa Helena, CENTRO OESTE,"-16.655765114291682, -49.28267830668752"
,Vila Santa Isabel, CENTRO OESTE,"-16.669263607881586, -49.23071701306514"
,Vila Santa Rita, CENTRO OESTE,"-16.678248878388185, -49.319929157805106"
,Vila Santa Tereza, CENTRO OESTE,"-16.6798316038958, -49.29578465282479"
,Vila Santana, CENTRO OESTE,"-16.657699746961757, -49.28859850165556"
,Vila Sao Francisco, CENTRO OESTE,"-16.659013955792773, -49.27832384607404"
,Vila Sao Jose, CENTRO OESTE,"-16.657521969412457, -49.307998109608796"
,Vila Sao Luiz, CENTRO OESTE,"-16.65318437412734, -49.27165109204791"
,Vila Vera Cruz, CENTRO OESTE,"-16.653695825561414, -49.276109482665284"
,Vila Viana, CENTRO OESTE,"-16.658246943818423, -49.2374151299805"
,Vila Viandelli, CENTRO OESTE,"-16.620371278211042, -49.282418768484426"
,Vila Santo Afonso, CENTRO OESTE,"-16.673839589000515, -49.307864656348855"
,Residencial Itamaraca, CENTRO OESTE,"-16.64784201837989, -49.300760440055065"
Conjunto Residencial,Yara, CENTRO OESTE,"-16.64909401133196, -49.26767089660871"
,Bertim Belchior, CENTRO OESTE,"-16.70144421213381, -49.41227942981102"
,Bertim Belchior II, CENTRO OESTE,"-16.69770362319214, -49.41365272073321"
Setor,Alto do Vale, NOROESTE,"-16.614849884281984, -49.311453625608955"
Residencial,Anglo, NOROESTE,"-16.62258501793655, -49.21276726216575"
Bairro,da Vitoria, NOROESTE,"-16.60236353679064, -49.34633174819066"
,Barravento, NOROESTE,"-16.62890032760022, -49.199288572926605"
,Boa Vista, NOROESTE,"-16.58471527356267, -49.34157534819852"
,Residencial Brisas da Mata, NOROESTE,"-16.597011516415275, -49.311309534012516"
,Setor Candida de Morais, NOROESTE,"-16.64896638970328, -49.328695569779875"
,Chacaras Maria Dilce, NOROESTE,"-16.62214631010016, -49.30749622545374"
,Conjunto Primavera, NOROESTE,"-16.62888212478253, -49.3640661267081"
,Empresarial, NOROESTE,"-16.643606291607913, -49.31131827544601"
,Setor Estrela D'Alva, NOROESTE,"-16.592552006331825, -49.32252266198813"
,Vila Finsocial, NOROESTE,"-16.623659494910704, -49.31788681194656"
,Floresta, NOROESTE,"-16.588055149102374, -49.335695100668566"
,Fonte das aguas, NOROESTE,"-16.600836295876388, -49.37889398626336"
Residencial,Green Park, NOROESTE,"-16.615013371064116, -49.356376836363076"
Residencial,Jardim Belvedere, NOROESTE,"-16.6308029383013, -49.31004784304349"
Residencial,Jardim Camargo, NOROESTE,"-16.612395782796494, -49.34251727458944"
,Jardim Colorado, NOROESTE,"-16.630630970950605, -49.335472771089506"
,Jardim Curitiba, NOROESTE,"-16.605322278983014, -49.33585583647253"
,Jardim das Hortencias, NOROESTE,"-16.622457109980445, -49.33232401577682"
,Jardim das Rosas, NOROESTE,"-16.72934689801848, -49.39870326984421"
,Jardim Fonte Nova, NOROESTE,"-16.622467364700384, -49.312388509549066"
,Jardim Helou, NOROESTE,"-16.63125929079823, -49.34090463301202"
,Jardim Liberdade, NOROESTE,"-16.614731087734825, -49.34704622639221"
,Jardim Nova Esperanca, NOROESTE,"-16.643104606174862, -49.327919590314735"
,Jardim Vista Bela, NOROESTE,"-16.62869448635613, -49.33949140169598"
Residencial,Juscelino Kubitschek, NOROESTE,"-16.58553714588446, -49.35716772682973"
Residencial,Malibu, NOROESTE,"-16.640917561114343, -49.31167698013069"
Residencial,Mansoes Paraiso, NOROESTE,"-16.623587994475884, -49.34427372123037"
Chácaras,Mansoes Rosas de Ouro, NOROESTE,"-16.631255214208217, -49.328371826436246"
Setor,Maraba, NOROESTE,"-16.644637354391993, -49.31621070513725"
,Setor Morada do Sol, NOROESTE,"-16.61509610684592, -49.32221998738279"
,Noroeste, NOROESTE,"-16.638280986915596, -49.31837827651962"
,Setor Novo Planalto, NOROESTE,"-16.624387154297754, -49.346946535520345"
,Parque Maracana, NOROESTE,"-16.585864143216426, -49.3724757556254"
,Parque Santa Rita, NOROESTE,"-16.725451127223387, -49.3628923231704"
,Prive Norte, NOROESTE,"-16.686409126072, -49.270703684652936"
,Residencial Recanto do Bosque, NOROESTE,"-16.602296578258077, -49.3069020698901"
,Setor Parque Tremendao, NOROESTE,"-16.619096538566744, -49.33366355287933"
,Paulo Pacheco, NOROESTE,"-16.585984564195474, -49.322490690996"
,Recreio Panorama, NOROESTE,"-16.62838689138045, -49.30877277357485"
,Residencial Fortaleza, NOROESTE,"-16.60998864195625, -49.34323592897444"
,Residencial Maringa, NOROESTE,"-16.62587781719732, -49.329152548290445"
,Sao Carlos, NOROESTE,"-16.592925472439898, -49.34946310679201"
,Sao Domingos, NOROESTE,"-16.582995867087547, -49.33649314084579"
,Setor Estrela Dalva, NOROESTE,"-16.594937435010078, -49.32097770970068"
Chacaras de recreio,Sao Joaquim, NOROESTE,"-16.63765539808794, -49.34904253966418"
,Senador Albino Boaventura, NOROESTE,"-16.635707093484257, -49.31489757259837"
,Solange Parque, NOROESTE,"-16.69944924456935, -49.35559624462448"
,Solange Parque I, NOROESTE,"-16.69944924456935, -49.35559624462448"
,Solange Parque II, NOROESTE,"-16.703659008323225, -49.352565844765714"
,Solange Parque III, NOROESTE,"-16.705288835388778, -49.356841422740125"
Residencial,Terra Nova, NOROESTE,"-16.61038473546966, -49.34982563469528"
,Vila Mutirao, NOROESTE,"-16.617419446606103, -49.35354926346295"
,Vila Mutirao I, NOROESTE,"-16.617419446606103, -49.35354926346295"
,Vila Mutirao II, NOROESTE,"-16.612850103147903, -49.34755077626638"
,Residencial Marata, NOROESTE,"-16.699272667794887, -49.35440110342293"
,Chacaras Hellou, NOROESTE,"-16.627571930876318, -49.35173297301225"
,Alto da Gloria, SUL,"-16.71519067585305, -49.238469127644024"
,Setor Bela Vista, SUL,"-16.714932328447652, -49.26157543061435"
,Setor Bueno, SUL,"-16.70229178078748, -49.275023185695595"
,Jardim America, SUL,"-16.71237295812507, -49.28720664138471"
,Jardim das Esmeraldas, SUL,"-16.71896705114178, -49.25766361747657"
,Jardim Goias, SUL,"-16.697688905894996, -49.23894308422201"
,Jardim Santo Antonio, SUL,"-16.729138531696982, -49.25778308910869"
Vila,Jardim Vitoria, SUL,"-16.72021262209085, -49.21442117771542"
,Setor Marista, SUL,"-16.70035243742943, -49.2620344928298"
,Nova Suiça, SUL,"-16.712355065436707, -49.27535720026282"
,Setor Oeste, SUL,"-16.684809286523006, -49.27067105503527"
,Parque Amazonia, SUL,"-16.729250023828143, -49.27855274927003"
,Setor Pedro Ludovico, SUL,"-16.71347286907488, -49.25536424815215"
,Serrinha, SUL,"-16.719914367576344, -49.267878944173916"
,Setor dos Afonsos, SUL,"-16.740709501538035, -49.270196587340806"
,Vila Americano do Brasil, SUL,"-16.68792622210379, -49.28765734703509"
,Vila Divino Pai Eterno, SUL,"-16.728402198997568, -49.27033275666238"
,Vila Maria Jose, SUL,"-16.712232276210486, -49.23783174680731"
,Vila Redençao, SUL,"-16.72119455655592, -49.244168994736995"
,Vila Santa Efigenia, SUL,"-16.68995905535526, -49.2903347475997"
,Vila Sao Joao, SUL,"-16.70684430424399, -49.242539648564986"
,Vila Sao Tomaz, SUL,"-16.744970898042666, -49.27818882143502"
,Vila Teofilo Neto, SUL,"-16.69372582844302, -49.28903181293797"
Residencial,14 Bis, OESTE,"-16.65297658712265, -49.351445255114456"
,Alto Boa Vista, OESTE,"-16.64373148522035, -49.304832667865774"
,Ana Moraes, OESTE,"-16.706624185139784, -49.287165230410764"
,Araguaia Park, OESTE,"-16.698300537414013, -49.35395172911131"
,Bairro das Naçoes, OESTE,"-16.679192982095305, -49.378752391901266"
Setor,Barra da Tijuca, OESTE,"-16.657222187141233, -49.35878949431162"
Residencial,Beatriz Nascimento, OESTE,"-16.697319757100395, -49.378580862781256"
Residencial,Bosque dos Buritis, OESTE,"-16.62682440695713, -49.356277016524245"
,Buena Vista, OESTE,"-16.72938192448557, -49.396467545751655"
,Capuava, OESTE,"-16.656939610800734, -49.322248933338"
,Capuava Residencial Prive, OESTE,"-16.68426624130441, -49.395963093897215"
,Carla Cristina, OESTE,"-16.630966948774258, -49.35525517839801"
,Carolina Parque, OESTE,"-16.69305167693681, -49.37151245497764"
Residencial,Celina Parque, OESTE,"-16.71162686556088, -49.32197549076362"
,Chacara Anhanguera, OESTE,"-16.709760655524022, -49.36585301109337"
,Chacara Buritis, OESTE,"-16.71441176728588, -49.37280557089268"
,Chacara Maringa, OESTE,"-16.662278590546023, -49.3653659107664"
,Chacara Santa Rita, OESTE,"-16.707141727884057, -49.33624825264173"
,Chacara Sao Jose, OESTE,"-16.62166511105281, -49.299230376706596"
Residencial,Cidade Verde, OESTE,"-16.67179598567455, -49.33416076692219"
,Condominio do Lago, OESTE,"-16.662639367934464, -49.37263317772673"
,Conjunto Anhanguera, OESTE,"-16.728194857978835, -49.24036821632033"
,Conjunto Vera Cruz, OESTE,"-16.675796217187, -49.40917511050657"
,Costa Verde, OESTE,"-16.690873940058808, -49.361995345189655"
,Della Pena, OESTE,"-16.716908640343455, -49.38162325992932"
,Dezopi, OESTE,"-16.658453655695006, -49.36841088992989"
,Dom Rafael, OESTE,"-16.697864524344304, -49.34208257090041"
,Goia, OESTE,"-16.6886075454832, -49.334486672017995"
,Residencial Goiania Viva, OESTE,"-16.697199562307052, -49.34872160168859"
Residencial,Goyaz Park, OESTE,"-16.70596762628783, -49.37834230225955"
,Ipiranga, OESTE,"-16.662059110061968, -49.327062907550975"
,Residencial Portal dos Ipes, OESTE,"-16.639829252085466, -49.34788373103951"
,Jardim Aritana, OESTE,"-16.718667570853576, -49.373224747546374"
,Jardim Bonanza, OESTE,"-16.65635180589974, -49.35440030965309"
,Jardim Botanico, OESTE,"-16.729487532052396, -49.380161492499916"
,Jardim Clarissa, OESTE,"-16.658252679220954, -49.34634167868901"
,Jardim das Oliveiras, OESTE,"-16.70141477876713, -49.36364693863471"
,Jardim das Rosas, OESTE,"-16.73126370899867, -49.40051068528317"
,Jardim Imperial, OESTE,"-16.684228199347096, -49.36993005085421"
,Jardim Leblon, OESTE,"-16.67151057900821, -49.32234259336972"
,Jardim Leblon II, OESTE,"-16.677368595915116, -49.32415605320731"
,Jardim Marques de Abreu, OESTE,"-16.71447763630566, -49.36843487883487"
,Jardim Mirabel, OESTE,"-16.685637962464376, -49.33707282543142"
,Jardim Novo Petropolis, OESTE,"-16.655615398948278, -49.34392391749012"
,Jardim Real, OESTE,"-16.65238826545577, -49.377698812660526"
,Jardim Sao Jose, OESTE,"-16.695732796433205, -49.41110018562047"
,Jardins do Cerrado, OESTE,"-16.66508221417079, -49.429585339106616"
,Jardins do Cerrado I, OESTE,"-16.665061951681647, -49.41397033778996"
,Jardins do Cerrado II, OESTE,"-16.672894308547605, -49.41458923256593"
,Jardins do Cerrado III, OESTE,"-16.66773283297883, -49.42170994873685"
,Jardins do Cerrado IV, OESTE,"-16.665717260757066, -49.43035476315371"
,Jardins do Cerrado V, OESTE,"-16.66985354171366, -49.44124742276558"
,Jardins do Cerrado VI, OESTE,"-16.67256749277321, -49.43525305799538"
,Jardins do Cerrado VII, OESTE,"-16.674294459528234, -49.43935589715973"
,Jardins do Cerrado X, OESTE,"-16.681463965439566, -49.44111901956194"
,Vila Joao Vaz, OESTE,"-16.651987574883428, -49.30948854321382"
,Junqueira, OESTE,"-16.659370101179434, -49.37894484869111"
,Lorena Parque, OESTE,"-16.696533610464368, -49.35971076278143"
Residencial,Lirios do Campo, OESTE,"-16.700184207757655, -49.41376582486889"
Residencial,London Park, OESTE,"-16.648307037313433, -49.3583551167615"
,Luana Park, OESTE,"-16.69646441643966, -49.362534917754815"
,Maysa, OESTE,"-16.631066316147493, -49.38794090166589"
,Maysa Extensao, OESTE,"-16.615769033415415, -49.39437820286364"
,Monte Pascoal, OESTE,"-16.69392409161973, -49.402243115341314"
,Jardim Mundo Novo, OESTE,"-16.67787552395491, -49.217704817930546"
Residencial,Nova Aurora, OESTE,"-16.68638667091809, -49.37222324459061"
,Nunes de Morais, OESTE,"-16.700121093863384, -49.342611437259485"
,Jardim Petropolis, OESTE,"-16.66101797881183, -49.33524673588369"
Residencial,Park Solar, OESTE,"-16.62516939663671, -49.359149863893684"
,Parque Bom Jesus, OESTE,"-16.702738858394856, -49.40185940157536"
,Parque Buriti, OESTE,"-16.649330536748657, -49.385056263373876"
,Parque Eldorado Oeste, OESTE,"-16.688146245247587, -49.40887717089189"
,Parque Industrial Joao Braz, OESTE,"-16.684675134649893, -49.35461856825457"
,Parque Industrial Paulista, OESTE,"-16.656094839879273, -49.337125914076566"
,Parque Mendanha, OESTE,"-16.671249309564082, -49.335785212211825"
,Parque Oeste, OESTE,"-16.69432490405061, -49.332006220889895"
,Parque Paraiso, OESTE,"-16.70293342417321, -49.355947055975186"
,Pilar dos Sonhos, OESTE,"-16.656554006668472, -49.37083033992991"
Residencial,Ponta Negra, OESTE,"-16.713184999794997, -49.36286025908536"
,Quinta da Boa Vista, OESTE,"-16.84109127756067, -49.355182205957746"
,Residencial Recanto das Garças, OESTE,"-16.642833749003568, -49.385975343624686"
Chácaras,Recreio Sao Joaquim, OESTE,"-16.638300655802695, -49.347538930988875"
,Residencial Mendanha, OESTE,"-16.683637624497862, -49.371685503423535"
,Residencial Nossa Senhora Auxiliadora, OESTE,"-16.7023651636349, -49.41633692609645"
,Residencial Petropolis, OESTE,"-16.65546776348743, -49.345069328779395"
,Residencial Portinari, OESTE,"-16.6800223630335, -49.372883139479015"
,Residencial Primavera, OESTE,"-16.681355384215898, -49.392820301698855"
,Residencial Real, OESTE,"-16.779789442842475, -49.3877723138385"
,Residencial Santa Maria, OESTE,"-16.6770881877461, -49.32889785395199"
Condominio,Rio Branco, OESTE,"-16.717716731369496, -49.395153453945575"
,San Marino, OESTE,"-16.686834562600144, -49.368103683824664"
,Sao Bernardo, OESTE,"-16.579730230149913, -49.3986069384472"
,Sao Francisco, OESTE,"-16.66658848217045, -49.333253986868236"
Chácaras de recreio,Sao Joaquim, OESTE,"-16.638920047271363, -49.34749753510834"
,Sao Marcos, OESTE,"-16.70232266907637, -49.37527343281523"
,Santa Rita, OESTE,"-16.72581354961747, -49.36298357570715"
,Santos Dumont, OESTE,"-16.651043436056487, -49.33772930939659"
,Serra Azul, OESTE,"-16.681441192497516, -49.34451159346539"
,Solange Parque, OESTE,"-16.697486781407108, -49.35507438404209"
,Solange Parque I, OESTE,"-16.697486781407108, -49.35507438404209"
Residencial,Solar Ville, OESTE,"-16.63022985997667, -49.36232603248614"
Residencial,Tempo Novo, OESTE,"-16.65057495157171, -49.38374332017445"
Residencial,Tuzimoto, OESTE,"-16.679290673610435, -49.370408227007864"
Loteamento,Tropical Verde, OESTE,"-16.686997740297155, -49.34387680965447"
,Tropical Ville, OESTE,"-16.652859072691058, -49.38050022487994"
,Vila Regina, OESTE,"-16.657455036322247, -49.33704537300574"
,Vila Rizzo, OESTE,"-16.723441356852405, -49.37954014803152"
,Village Maringa, OESTE,"-16.662160156780338, -49.36271008702521"
Residencial,Jardim Bella Vitta, OESTE,"-16.635561719672417, -49.38029948650598"
Condomínio,Jardim das orquideas, OESTE,"-16.712784816044184, -49.37072680896445"
,Jardim Pampulha, OESTE,"-16.67405489329342, -49.334070280568554"
,Setor das nacoes extensao, OESTE,"-16.685110619872724, -49.38239676065334"
Residencial,Ytapua, OESTE,"-16.685479465794348, -49.39373508322537"
,agua Branca, LESTE,"-16.693331459401428, -49.22897461528022"
,Residencial Aldeia do Vale, LESTE,"-16.61192912557137, -49.193939949776436"
,Alphaville Flamboyant, LESTE,"-16.715107848469085, -49.20211498595259"
Residencial,Arco Verde, LESTE,"-16.74569583065384, -49.19035621451621"
Residencial,Aruana, LESTE,"-16.696669774083336, -49.196282829060586"
Residencial,Aruana I, LESTE,"-16.696669774083336, -49.196282829060586"
Residencial,Aruana II, LESTE,"-16.694252310570374, -49.20154599196066"
Residencial,Aruana III, LESTE,"-16.68232417697916, -49.20347202923053"
Residencial,Aruana Park, LESTE,"-16.693076175687754, -49.198943868105104"
Residencial,Bairro Feliz, LESTE,"-16.65845150009799, -49.22704129154191"
Residencial,Belo Horizonte, LESTE,"-16.640973283054546, -49.184899680412286"
Residencial,Brisas do Cerrado, LESTE,"-16.75675305967143, -49.19391674261919"
Residencial,Carlos de Freitas, LESTE,"-16.65413980532208, -49.207401116177905"
Residencial,Clea Borges, LESTE,"-16.696177519321683, -49.203424227782676"
,Conjunto Anhanguera, LESTE,"-16.72826328111931, -49.24018513607218"
,Costa Paranhos, LESTE,"-16.649774374659575, -49.17338094821064"
,Chacara Botafogo, LESTE,"-16.667803364340752, -49.211665146923536"
,Chacara do Governador, LESTE,"-16.7278740928957, -49.21583635394003"
,Colonia Santa Marta, LESTE,"-16.686471824012198, -49.192094352060195"
,Conjunto Caiçara, LESTE,"-16.660005343854525, -49.21599503933438"
,Conjunto Fabiana, LESTE,"-16.733489125326674, -49.21961193223266"
,Conjunto Palmares, LESTE,"-16.6513665338049, -49.21131964431218"
,Conjunto Riviera, LESTE,"-16.689474206834802, -49.21506647659721"
,Goiânia Golfe Clube, LESTE,"-16.74683162682008, -49.16782088808061"
,Grande Retiro, LESTE,"-16.66509206789946, -49.18107677146192"
,Chacaras Retiro, LESTE,"-16.62352994381685, -49.26841374547487"
,Housing Flamboyant, LESTE,"-16.716638759478844, -49.20332026294047"
,Irisville, LESTE,"-16.638600851204195, -49.158699860498835"
